uid,fold_id,hint_p_normal_raw,hint_p_large_raw,hint_p_tail_class_raw,hint_p_normal_calibrated,hint_p_large_calibrated,hint_p_tail_class_calibrated,hint_p_tail_binary_raw,hint_p_tail_binary_platt,hint_p_tail_binary_isotonic,hint_p_tail_binary_calibrated,hint_c_pred,hint_z_tail_pred,hint_tail_score_fused,hint_ood_score,hint_ood_flag
4FTl-2,2,0.49369577136883935,0.4445876650120678,0.06171656361909292,0.49369577136883935,0.4445876650120678,0.06171656361909292,0.04502268350465294,0.010519572546234266,0.012471655328798186,0.010519572546234266,0.843382988753973,-1.066956859,0.15039092476917815,-0.048962013,0
4HgSe-1,2,0.4703912482881966,0.273731692957971,0.25587705875383243,0.4703912482881966,0.273731692957971,0.25587705875383243,0.3809032544828725,0.11162007305764711,0.09090909090909091,0.11162007305764711,0.6818618531215506,-1.504634985,0.229385694731647,-0.049971455,0
4MgSe-1,1,0.6685302298360468,0.18789319492606085,0.14357657523789238,0.6685302298360468,0.18789319492606085,0.14357657523789238,0.16636686455141414,0.040934588001536105,0.019801980198019802,0.040934588001536105,0.3564778408969875,-2.011229827,0.12509659425069172,-0.094994968,0
4OPb-1,4,0.6233918822286192,0.2586298685072005,0.11797824926418042,0.6233918822286192,0.2586298685072005,0.11797824926418042,0.013088484441869332,0.0021985135816304097,0.01288056206088993,0.0021985135816304097,0.5715791577947336,-1.567384647,0.1127279734019547,-0.046485217,0
4OPb-2,4,0.6177724370542912,0.2480148417992317,0.13421272114647712,0.6177724370542912,0.2480148417992317,0.13421272114647712,0.016964989737306597,0.004021682060704648,0.011019283746556474,0.004021682060704648,0.5910951536701621,-1.277045689,0.13966447654861736,-0.048032052,0
4OSn-1,3,0.7245376629396557,0.21089300989363183,0.06456932716671257,0.7245376629396557,0.21089300989363183,0.06456932716671257,0.0008816113254562984,0.00018281026231975394,0,0.00018281026231975394,0.48071989398080084,-1.894963963,0.09135813763404389,-0.07218968,0
4OSn-2,4,0.5878144826516409,0.25214006741071054,0.16004544993764863,0.5878144826516409,0.25214006741071054,0.16004544993764863,0.01677267799584719,0.003977185526649074,0.012471655328798186,0.003977185526649074,0.5260620060380639,-1.666174007,0.11522881910012511,-0.082508276,0
4SSn-1,1,0.44724074766799304,0.36575608406817905,0.18700316826382798,0.44724074766799304,0.36575608406817905,0.18700316826382798,0.21811965448805365,0.05565402175913445,0.031578947368421054,0.05565402175913445,0.7467839632741189,-1.445766444,0.1819169515042233,-0.089779403,0
4TeTl-1,4,0.34005470132034443,0.4229641235187258,0.23698117516092984,0.34005470132034443,0.4229641235187258,0.23698117516092984,0.024080583146445404,0.005454422013562508,0.01015228426395939,0.005454422013562508,0.7363459134722508,-0.872391617,0.20013624390283344,-0.022865566,0
5AgI-1,2,0.939010177990315,0.03607723617566438,0.024912585834020503,0.939010177990315,0.03607723617566438,0.024912585834020503,0.041551670332933784,0.009434109746955847,0.009603841536614645,0.009434109746955847,0.4275629481677922,-1.871324891,0.08093051023204637,-0.047658591,0
5OPb-1,3,0.7265635306541202,0.1942835153999001,0.07915295394597975,0.7265635306541202,0.1942835153999001,0.07915295394597975,0.005514603210073305,0.000883770559197933,0,0.000883770559197933,0.6336639319880439,-1.492192155,0.12616309981680143,-0.03008259,0
6AgI-1,4,0.8312496343295577,0.10316763463632589,0.0655827310341165,0.8312496343295577,0.10316763463632589,0.0655827310341165,0.004563055626665993,0.0007493206808786999,0.007633587786259542,0.0007493206808786999,0.308489432572007,-2.242125524,0.06211952374871806,-0.018110425,0
6AuI-2,1,0.5046043890066062,0.2941186293023047,0.20127698169108896,0.5046043890066062,0.2941186293023047,0.20127698169108896,0.21192281292394116,0.056867961304023676,0.0392156862745098,0.056867961304023676,0.42831493547160615,-1.904746654,0.1531128497729941,0.0027911051324988057,1
6BrCu-1,2,0.9338392464987783,0.04903748792069441,0.017123265580527305,0.9338392464987783,0.04903748792069441,0.017123265580527305,0.017534426660290755,0.0038400629413731235,0.01288056206088993,0.0038400629413731235,0.3902027529180018,-2.250249266,0.05497952769104043,-0.06825831,0
6BrLi-1,5,0.4886399344799945,0.2841230734346947,0.22723699208531092,0.4886399344799945,0.2841230734346947,0.22723699208531092,0.07087668752459457,0.013564947108849784,0.009603841536614645,0.013564947108849784,0.7168336938404738,-1.377661483,0.1507700450492335,-0.01753314,0
6BrLi-2,5,0.5973884342373165,0.2198690114089548,0.18274255435372883,0.5973884342373165,0.2198690114089548,0.18274255435372883,0.038635480373561334,0.0072010911381243424,0.011019283746556474,0.0072010911381243424,0.32436793050454904,-2.017150678,0.08749352312462763,-0.028875137,0
6ClCu-1,5,0.43515154895915964,0.34954857361636066,0.21529987742447976,0.43515154895915964,0.34954857361636066,0.21529987742447976,0.050342698126460014,0.009595469585556099,0.01288056206088993,0.009595469585556099,0.5770088220578622,-1.515519805,0.13303890270182459,-0.084435853,0
6ClLi-1,5,0.6224089032679192,0.2012519821771836,0.17633911455489726,0.6224089032679192,0.2012519821771836,0.17633911455489726,0.03829497168445978,0.006915678405715003,0.012544802867383513,0.006915678405715003,0.18734367531562324,-2.305390935,0.06868686124785903,-0.001008083,0
6ClLi-2,2,0.8742082098524856,0.10007609997278148,0.02571569017473303,0.8742082098524856,0.10007609997278148,0.02571569017473303,0.020034504498897043,0.004541039293555308,0.011019283746556474,0.004541039293555308,0.25468210365708693,-2.252012732,0.05719213890563027,-0.012657389,0
6ClRb-1,5,0.5557366462887022,0.24290725284877018,0.20135610086252761,0.5557366462887022,0.24290725284877018,0.20135610086252761,0.042497251025294155,0.00965150837032613,0.01288056206088993,0.00965150837032613,0.5017177443696816,-1.781918098,0.10702654138361047,0.001687280189301199,1
6CsF-1,2,0.7510460842668105,0.16752368275223745,0.08143023298095214,0.7510460842668105,0.16752368275223745,0.08143023298095214,0.02412902897324311,0.005465373175837398,0.012471655328798186,0.005465373175837398,0.47285869908253153,-1.793399768,0.09298659350847384,-0.007041264,0
6FK-1,5,0.5757477410820762,0.2370697601459242,0.18718249877199963,0.5757477410820762,0.2370697601459242,0.18718249877199963,0.062120643647294985,0.011722649835024569,0.012544802867383513,0.011722649835024569,0.4495851399583368,-1.760554877,0.11126119561627044,0.012652495316485157,1
6FLi-1,2,0.8831725452367181,0.08044906101457311,0.036378393748708764,0.8831725452367181,0.08044906101457311,0.036378393748708764,0.0322632101463671,0.007556705071589091,0.009603841536614645,0.007556705071589091,0.3301848706558328,-2.361466551,0.057563318805664454,0.017604391546973575,1
6FRb-1,3,0.7557198406607363,0.15663794603041503,0.08764221330884875,0.7557198406607363,0.15663794603041503,0.08764221330884875,0.0010534237997094277,0.000161379576418453,0,0.000161379576418453,0.4988137060304443,-1.696181504,0.11053950312621176,-0.013196696,0
6INa-1,2,0.6288436439209143,0.26755927040410826,0.10359708567497747,0.6288436439209143,0.26755927040410826,0.10359708567497747,0.0340014549432194,0.00795906170422908,0.011019283746556474,0.00795906170422908,0.6026965045120811,-1.598371822,0.11242026339139805,-0.023310715,0
6OPb-1,3,0.7024732888511882,0.21965228911359347,0.07787442203521823,0.7024732888511882,0.21965228911359347,0.07787442203521823,0.0019004425620197012,0.00039859823455769456,0,0.00039859823455769456,0.6033869828814862,-1.579379475,0.11818463290903505,-0.036660043,0
6OSn-1,2,0.8683382271828705,0.11042200075449736,0.021239772062632195,0.8683382271828705,0.11042200075449736,0.021239772062632195,0.018536098462653167,0.004203317983882936,0.011019283746556474,0.004203317983882936,0.5182932429527605,-1.737171581,0.0832117822914202,-0.091640746,0
6PbS-1,4,0.15164334816131336,0.4221277655925028,0.4262288862461838,0.15164334816131336,0.4221277655925028,0.4262288862461838,0.1978386083108038,0.044855110711379716,0.012544802867383513,0.044855110711379716,0.8888141874855675,-0.161712761,0.3591288515877079,-0.028737716,0
1BaBr2-1,5,0.6668738880347514,0.19767365877624687,0.13545245318900165,0.6668738880347514,0.19767365877624687,0.13545245318900165,0.03686077292057924,0.006636344223357779,0.011019283746556474,0.006636344223357779,0.3183835874789904,-2.063121195,0.08392662575796431,-0.018872465,0
1BaBr2-2,2,0.9626834681561414,0.021778319552527344,0.015538212291331356,0.9626834681561414,0.021778319552527344,0.015538212291331356,0.02062188826965659,0.004673499136525516,0.012471655328798186,0.004673499136525516,0.3032697260119392,-2.117072472,0.06142362388328042,-0.002792554,0
1BaCl2-1,4,0.7865123768950837,0.1305118316853515,0.08297579141956486,0.7865123768950837,0.1305118316853515,0.08297579141956486,0.00453758725273056,0.001048136445819899,0.007633587786259542,0.001048136445819899,0.2597571872011818,-2.128600044,0.07078147311817945,-0.009377275,0
1BaCl2-2,4,0.8359821411573983,0.09472273484378055,0.06929512399882119,0.8359821411573983,0.09472273484378055,0.06929512399882119,0.004040801226206426,0.0008578535962676504,0.007633587786259542,0.0008578535962676504,0.29951463549283397,-2.053127054,0.07162136590032545,-0.019443479,0
1BaI2-1,1,0.6992318551694002,0.1617056008770143,0.13906254395358558,0.6992318551694002,0.1617056008770143,0.13906254395358558,0.2594836594137103,0.0652091345619934,0.0392156862745098,0.0652091345619934,0.33771211136193147,-2.091369786,0.14119938734008,0.03631029353913873,1
1BaI2-2,5,0.6093411938571279,0.2398552043465714,0.1508036017963007,0.6093411938571279,0.2398552043465714,0.1508036017963007,0.039294095965818496,0.00885679897209341,0.012471655328798186,0.00885679897209341,0.318072035860467,-2.028474387,0.0870726616853029,0.019178021594639993,1
1CaBr2-1,2,0.9504959081421275,0.0344390192444102,0.015065072613462318,0.9504959081421275,0.0344390192444102,0.015065072613462318,0.012124818430843183,0.0028994680450887414,0.01288056206088993,0.0028994680450887414,0.3558242649900116,-1.904254621,0.07054177129547978,-0.041078064,0
1CaBr2-2,1,0.7142279652204799,0.15626292029542338,0.1295091144840967,0.7142279652204799,0.15626292029542338,0.1295091144840967,0.19361627809022183,0.04852866288048215,0.01,0.04852866288048215,0.30302610074156733,-2.171807478,0.12063339939881879,-0.039757836,0
1CaCl2-1,5,0.6914250916285442,0.18335720688809923,0.1252177014833567,0.6914250916285442,0.18335720688809923,0.1252177014833567,0.03181091487207239,0.005662446066555146,0.01288056206088993,0.005662446066555146,0.3501046161799618,-1.898952484,0.09547253559287502,-0.033353699,0
1CaCl2-2,1,0.7109667904378923,0.15990406127874332,0.12912914828336425,0.7109667904378923,0.15990406127874332,0.12912914828336425,0.18542366427165913,0.042548749144142944,0.012544802867383513,0.042548749144142944,0.29291361218157097,-2.158693699,0.11892624731243512,-0.039768138,0
1CaCl2-3,4,0.8647946319276069,0.07736851018532898,0.05783685788706421,0.8647946319276069,0.07736851018532898,0.05783685788706421,0.008351067783305818,0.0013679264674929647,0.01288056206088993,0.0013679264674929647,0.1576344301125568,-2.144426849,0.06580095909761349,-0.047917218,0
1CaF2-1,3,0.8621202316092866,0.09049430240005243,0.047385465990660916,0.8621202316092866,0.09049430240005243,0.047385465990660916,0.0019420324085358477,0.0002955036160672032,0,0.0002955036160672032,0.16376421708201405,-2.394744949,0.05968077341937329,-0.004874715,0
1CaI2-1,3,0.8049271594466325,0.13552765373473183,0.05954518681863569,0.8049271594466325,0.13552765373473183,0.05954518681863569,0.0006448830712994545,0.00015465535641134354,0,0.00015465535641134354,0.4790608457099804,-1.893786873,0.09042794557879669,-0.038922198,0
1CaI2-2,5,0.6231588536329045,0.22908557842408103,0.14775556794301462,0.6231588536329045,0.22908557842408103,0.14775556794301462,0.029818247550336574,0.005450309713118929,0.009603841536614645,0.005450309713118929,0.31150510860862696,-2.153221841,0.07689326319024876,-0.033315211,0
1CdBr2-1,4,0.6372993698275489,0.24080875775535213,0.12189187241709894,0.6372993698275489,0.24080875775535213,0.12189187241709894,0.007420872923900408,0.0018005934320339198,0.01288056206088993,0.0018005934320339198,0.7101716964988227,-1.149468751,0.14633567400937775,-0.053175305,0
1CdBr2-2,1,0.4915999685843182,0.21684191417241516,0.29155811724326663,0.4915999685843182,0.21684191417241516,0.29155811724326663,0.4300933126093873,0.135140552203219,0.175,0.135140552203219,0.4444557897333989,-1.62341854,0.24021131674791055,-0.090274018,0
1CdCl2-1,2,0.8796128615669244,0.09899016703245268,0.021396971400622935,0.8796128615669244,0.09899016703245268,0.021396971400622935,0.011724742674870474,0.0020220658455364854,0.011019283746556474,0.0020220658455364854,0.5924115061749626,-1.629500903,0.08877592141382609,-0.05454358,0
1CdCl2-2,1,0.48397479366382706,0.2066540008351798,0.3093712055009931,0.48397479366382706,0.2066540008351798,0.3093712055009931,0.31214909900846993,0.08672219547597033,0.05714285714285714,0.08672219547597033,0.39817187600054876,-1.818044571,0.20281061763062025,-0.092318192,0
1CdF2-1,3,0.8403525907514164,0.08899585884547322,0.07065155040311027,0.8403525907514164,0.08899585884547322,0.07065155040311027,0.0016412231697666329,0.00038633728006256054,0,0.00038633728006256054,0.23321181688711123,-2.222095205,0.07287786055266977,-0.007958052,0
1CdI2-1,4,0.6339277340190471,0.1777927828142149,0.188279483166738,0.6339277340190471,0.1777927828142149,0.188279483166738,0.03612536053843133,0.0064935745512397156,0.01288056206088993,0.0064935745512397156,0.5407476327895062,-1.439675583,0.1413281219022909,-0.052180692,0
1CdI2-2,4,0.49507747557836285,0.3562758589840967,0.14864666543754043,0.49507747557836285,0.3562758589840967,0.14864666543754043,0.005203065684168793,0.0008599950302942749,0.007194244604316547,0.0008599950302942749,0.7226713452042002,-1.244244073,0.14270499941780934,-0.024331741,0
1CoBr2-1,3,0.9092244059038617,0.05525714396150801,0.035518450134630314,0.9092244059038617,0.05525714396150801,0.035518450134630314,0.0008661363685731319,0.0002064841436382565,0,0.0002064841436382565,0.2238934419935955,-2.309705238,0.06133840326338717,-0.101891414,0
1CoCl2-1,5,0.673851542948418,0.18233499539986148,0.14381346165172063,0.673851542948418,0.18233499539986148,0.14381346165172063,0.030256180085828203,0.005365708206477857,0.01288056206088993,0.005365708206477857,0.23248852531803044,-2.333195767,0.06598629419580815,-0.095913646,0
1CrO2-2,3,0.755653751950642,0.12501894432495247,0.11932730372440564,0.755653751950642,0.12501894432495247,0.11932730372440564,0.009006594441390918,0.0015312052306064514,0.012471655328798186,0.0015312052306064514,0.29442456886026125,-1.766548709,0.1117549353451577,-0.018323915,0
1CrS2-1,3,0.8909025699651243,0.0503060349730346,0.05879139506184118,0.8909025699651243,0.0503060349730346,0.05879139506184118,0.0009084630780925708,0.00021636746522903967,0,0.00021636746522903967,0.12955576460890217,-2.603278675,0.053158177443026026,-0.058152025,0
1CrSe2-1,2,0.9377228042542084,0.022973130293056768,0.03930406545273478,0.9377228042542084,0.022973130293056768,0.03930406545273478,0.02541196281027878,0.004450926700233114,0.01288056206088993,0.004450926700233114,0.12369282397901132,-2.758583953,0.04319014205120972,-0.066409057,0
1CrTe2-2,1,0.2583730226920328,0.17324483026367457,0.5683821470442926,0.2583730226920328,0.17324483026367457,0.5683821470442926,0.3309869230378935,0.09365909659448905,0.05714285714285714,0.09365909659448905,0.18000563715631523,-2.35521081,0.23256596353675388,-0.059902282,0
1FeBr2-3,5,0.5351530278175939,0.24462540642720068,0.22022156575520543,0.5351530278175939,0.24462540642720068,0.22022156575520543,0.03221838466038807,0.005740461545602846,0.012471655328798186,0.005740461545602846,0.27824317904602924,-2.689848819,0.048872443420469674,-0.074272258,0
1FeCl2-3,1,0.5840097679574863,0.21566990017278298,0.20032033186973086,0.5840097679574863,0.21566990017278298,0.20032033186973086,0.22688644689376586,0.05834963802621538,0.012544802867383513,0.05834963802621538,0.23365859472266814,-3.161568503,0.11159524914608662,-0.081311687,0
1GeI2-1,5,0.1299307637657182,0.7185063520170379,0.15156288421724395,0.1299307637657182,0.7185063520170379,0.15156288421724395,0.08196974549069933,0.018957394365639153,0.011019283746556474,0.018957394365639153,0.8651583455637564,-0.81360714,0.2269741117539505,-0.076027202,0
1GeO2-1,5,0.6226253108881071,0.20224939798065503,0.17512529113123781,0.6226253108881071,0.20224939798065503,0.17512529113123781,0.05541075383510558,0.012952622668287533,0.011019283746556474,0.012952622668287533,0.4339377217767505,-1.667681444,0.11924508310636053,-0.035891349,0
1GeO2-2,4,0.8037302220020786,0.11626460691622004,0.08000517108170142,0.8037302220020786,0.11626460691622004,0.08000517108170142,0.00496944160856917,0.0011461039930778945,0,0.0011461039930778945,0.42448692080209927,-2.037087256,0.07479136241366172,-0.045860379,0
1GeS2-1,2,0.9601439251472611,0.028696978189370722,0.01115909666336812,0.9601439251472611,0.028696978189370722,0.01115909666336812,0.015565524783423596,0.0027282710002660337,0.01015228426395939,0.0027282710002660337,0.4208404351590915,-2.01229063,0.0645770074932409,-0.096330766,0
1GeS2-2,4,0.5522505149451497,0.3524032069492147,0.09534627810563576,0.5522505149451497,0.3524032069492147,0.09534627810563576,0.0017438895968352956,0.000263978443166464,0,0.000263978443166464,0.6063208735364702,-1.474239122,0.11259400297425123,-0.066731198,0
1HfBr2-1,5,0.6559075451855172,0.209298523099739,0.1347939317147439,0.6559075451855172,0.209298523099739,0.1347939317147439,0.022857722583136033,0.0053833860011932326,0.009603841536614645,0.0053833860011932326,0.016559334629672517,-3.84221766,0.018059449814815293,-0.084624786,0
1HfCl2-1,2,0.8872721956689414,0.08322350493512774,0.02950429939593072,0.8872721956689414,0.08322350493512774,0.02950429939593072,0.0237934963370679,0.005599479683432034,0.011019283746556474,0.005599479683432034,0.16560103032599155,-3.400303702,0.027362494418990572,-0.058524039,0
1HfI2-1,4,0.7281810077714901,0.13818794451837485,0.13363104771013504,0.7281810077714901,0.13818794451837485,0.13363104771013504,0.0074594423924842545,0.0016014574446891812,0.005025125628140704,0.0016014574446891812,0.052978607030668944,-3.824794301,0.03905667126521633,-0.050661237,0
1HfO2-1,3,0.7010458990318286,0.21629329364651917,0.08266080732165237,0.7010458990318286,0.21629329364651917,0.08266080732165237,0.0008492206969142055,0.00017599827235126783,0,0.00017599827235126783,0.39770977125489637,-1.782902008,0.10293445994176866,-0.000438586,0
1HfO2-2,5,0.5876436189920561,0.2525336048706463,0.15982277613729765,0.5876436189920561,0.2525336048706463,0.15982277613729765,0.05137163632330741,0.009809552708365404,0.012544802867383513,0.009809552708365404,0.5621869764663782,-1.614219311,0.1233016232540647,-0.024044263,0
1HfS2-1,5,0.31587104368326857,0.5433939028250029,0.14073505349172852,0.31587104368326857,0.5433939028250029,0.14073505349172852,0.01930798515038189,0.003320767276729098,0.011019283746556474,0.003320767276729098,0.8172166869492745,-0.593081608,0.2517446241840352,-0.075591722,0
1HfS2-3,2,0.8597844499726168,0.1167855937443695,0.02342995628301366,0.8597844499726168,0.1167855937443695,0.02342995628301366,0.014604908329512972,0.002550379198871882,0.011019283746556474,0.002550379198871882,0.4170640303157844,-1.964440652,0.06935564594660452,-0.0900381,0
1HfSe2-1,2,0.10763385650943982,0.8709031387661552,0.021463004724405002,0.10763385650943982,0.8709031387661552,0.021463004724405002,0.010275836064044978,0.0017024625226613418,0.009603841536614645,0.0017024625226613418,0.6670893796981641,-0.693531618,0.17314196849508223,-0.065094978,0
1HfSe2-2,3,0.7914600970876361,0.13026801928444703,0.07827188362791677,0.7914600970876361,0.13026801928444703,0.07827188362791677,0.0006120703740030741,0.00014694161584230853,0,0.00014694161584230853,0.5349981207309306,-1.72415651,0.10648569704147623,-0.078102894,0
1HfSe2-3,3,0.8062637990727156,0.1276392163299162,0.06609698459736822,0.8062637990727156,0.1276392163299162,0.06609698459736822,0.0026152593665358633,0.0006570190128344877,0.007518796992481203,0.0006570190128344877,0.4118658734525026,-1.872052702,0.09333343260854196,-0.088600498,0
1HfTe2-2,2,0.8589675566515167,0.04586505584336226,0.09516738750512108,0.8589675566515167,0.04586505584336226,0.09516738750512108,0.13044345733020735,0.03228935307848759,0.01288056206088993,0.03228935307848759,0.4805136189691454,-2.417645255,0.08926961238063572,-0.041267459,0
1HfTe2-3,4,0.7259427686390042,0.18740619593816207,0.08665103542283373,0.7259427686390042,0.18740619593816207,0.08665103542283373,0.00320255852945715,0.0006772639266992904,0.007518796992481203,0.0006772639266992904,0.46321338949533797,-1.573079662,0.10392734750586172,-0.058206638,0
1HgBr2-1,2,0.6994114602906628,0.26225851184167487,0.0383300278676624,0.6994114602906628,0.26225851184167487,0.0383300278676624,0.014711459535560738,0.0024882031682786306,0.009603841536614645,0.0024882031682786306,0.5717049801250946,-1.546162727,0.09867770816622264,-0.045932368,0
1HgBr2-2,4,0.5522053782405569,0.1798244504203664,0.2679701713390766,0.5522053782405569,0.1798244504203664,0.2679701713390766,0.11543539428117194,0.024240933138979893,0.009603841536614645,0.024240933138979893,0.6245918242499013,-1.420994891,0.1763580381591383,-0.072955819,0
1HgCl2-2,2,0.7723118066285837,0.1943990360095237,0.03328915736189265,0.7723118066285837,0.1943990360095237,0.03328915736189265,0.013591265361400144,0.0023635570289969156,0.01288056206088993,0.0023635570289969156,0.6578057833171169,-1.606717214,0.09313488232700634,-0.058131379,0
1HgF2-1,5,0.5417357021740469,0.26298005080357456,0.19528424702237854,0.5417357021740469,0.26298005080357456,0.19528424702237854,0.07599445236624185,0.01784712052900308,0.011019283746556474,0.01784712052900308,0.4996937377312288,-1.760779762,0.11385376426267249,-0.011535761,0
1HgI2-1,3,0.3926994295621723,0.4982938659279673,0.10900670450986034,0.3926994295621723,0.4982938659279673,0.10900670450986034,0.056979100178916275,0.013098135171854566,0.009603841536614645,0.013098135171854566,0.7217494954192474,-1.101225064,0.1741272227062551,-0.039387035,0
1HgI2-2,4,0.44071568698393837,0.4121083598366262,0.1471759531794355,0.44071568698393837,0.4121083598366262,0.1471759531794355,0.08746764718584261,0.017164292650420923,0.01288056206088993,0.017164292650420923,0.7843322849551388,-1.056948005,0.17759171268806956,0.024382066170812955,1
1MgBr2-1,3,0.8937856863138703,0.0684847296471998,0.03772958403892999,0.8937856863138703,0.0684847296471998,0.03772958403892999,0.0006226682239823052,9.311031101330086e-05,0,9.311031101330086e-05,0.38701326763391763,-1.867592628,0.08785685167951535,-0.063528749,0
1MgBr2-2,4,0.8564444678370585,0.07945604950353365,0.0640994826594078,0.8564444678370585,0.07945604950353365,0.0640994826594078,0.008778625455697138,0.0014904195801385542,0.01288056206088993,0.0014904195801385542,0.2662861146780324,-2.146049375,0.06707514937814393,-0.081016082,0
1MgCl2-1,4,0.8342562033183074,0.10929857241319352,0.056445224268499086,0.8342562033183074,0.10929857241319352,0.056445224268499086,0.003004201240672953,0.0007511111712524737,0.007633587786259542,0.0007511111712524737,0.37026750820678667,-2.071831106,0.06789748954031824,-0.018451225,0
1MgCl2-2,5,0.7099657382559516,0.1565811144784665,0.13345314726558197,0.7099657382559516,0.1565811144784665,0.13345314726558197,0.05616380692585921,0.01081419452686089,0.012544802867383513,0.01081419452686089,0.24557972128233418,-2.247797242,0.07465696742270203,-0.045810532,0
1MgF2-1,1,0.6656244170814657,0.20240821327194192,0.13196736964659245,0.6656244170814657,0.20240821327194192,0.13196736964659245,0.16757173715779344,0.04302358420666931,0.020618556701030927,0.04302358420666931,0.2419824483753853,-1.901420356,0.12918408102900641,0.01541138882030102,1
1MgI2-1,4,0.5439031922350462,0.3393947438995172,0.11670206386543673,0.5439031922350462,0.3393947438995172,0.11670206386543673,0.0058904801880740425,0.0012589210878996972,0.005025125628140704,0.0012589210878996972,0.4250771137237985,-1.601568321,0.10852566819220158,-0.047622706,0
1MgI2-2,3,0.8233680657344703,0.09912759404868363,0.07750434021684607,0.8233680657344703,0.09912759404868363,0.07750434021684607,0.00954028079476557,0.002178290444440575,0.009603841536614645,0.002178290444440575,0.261828661125482,-2.274522859,0.07188956309482815,-0.081230389,0
1MnBr2-2,3,0.8855234184631144,0.05904256001899313,0.05543402151789241,0.8855234184631144,0.05904256001899313,0.05543402151789241,0.00739090231290993,0.0012027506091201868,0.005025125628140704,0.0012027506091201868,0.24208712885952843,-2.256912442,0.06818028085766101,-0.106285335,0
1MnCl2-2,1,0.6634115417431977,0.17927524716522605,0.15731321109157623,0.6634115417431977,0.17927524716522605,0.15731321109157623,0.2298681372849171,0.05423220103740643,0.031578947368421054,0.05423220103740643,0.19737693687373153,-2.326616546,0.12733071437687865,-0.102124646,0
1MnI2-2,3,0.7903257315174045,0.1371036414486445,0.07257062703395104,0.7903257315174045,0.1371036414486445,0.07257062703395104,0.010116561705167646,0.002185714740371545,0.009603841536614645,0.002185714740371545,0.20383787301949285,-2.196464763,0.07499231081869472,-0.110096056,0
1MnO2-1,5,0.6113476450126573,0.25244746539906493,0.13620488958827784,0.6113476450126573,0.25244746539906493,0.13620488958827784,0.037581017465212224,0.00698926377544338,0.009603841536614645,0.00698926377544338,0.39697731273175096,-2.211987987,0.07423133671239306,-0.038719051,0
1MnS2-1,5,0.3070244454489354,0.3199127803938477,0.37306277415721684,0.3070244454489354,0.3199127803938477,0.37306277415721684,0.18525865164926525,0.04616393006762837,0.01,0.04616393006762837,0.4649910090999696,-1.468640609,0.158763177068489,-0.077517422,0
1MoO2-1,4,0.7747756553473909,0.13820415504772077,0.08702018960488833,0.7747756553473909,0.13820415504772077,0.08702018960488833,0.0027535812112553753,0.0006905305785172595,0,0.0006905305785172595,0.1360475273330498,-2.760886006,0.0477612000327791,-0.053293834,0
1MoS2-1,4,0.8376523296484074,0.08193912055465331,0.08040854979693918,0.8376523296484074,0.08193912055465331,0.08040854979693918,0.002566587253746824,0.0006452134290304698,0.007633587786259542,0.0006452134290304698,0.018547735273248517,-4.11074452,0.024725091221607105,-0.097338962,0
1MoSe2-1,1,0.6988193978393278,0.16127138000830218,0.1399092221523701,0.6988193978393278,0.16127138000830218,0.1399092221523701,0.17187760505816382,0.03772440313702621,0.019801980198019802,0.03772440313702621,0.021624987199235668,-3.750487225,0.07761302302161482,-0.083169338,0
1MoTe2-1,4,0.8029739852282061,0.08777993362074692,0.10924608115104682,0.8029739852282061,0.08777993362074692,0.10924608115104682,0.0031992390481520388,0.0004988281179541206,0.007518796992481203,0.0004988281179541206,0.1450405508923233,-3.792514199,0.03355997703808768,-0.058107497,0
1NiBr2-1,5,0.7308135584068588,0.15503925946684355,0.11414718212629761,0.7308135584068588,0.15503925946684355,0.11414718212629761,0.018311741571686475,0.0031388861083434657,0.01288056206088993,0.0031388861083434657,0.32545690984248976,-2.235198105,0.07010269245952434,-0.092704364,0
1NiCl2-1,2,0.9671835248596927,0.026043128557572324,0.00677334658273497,0.9671835248596927,0.026043128557572324,0.00677334658273497,0.010630257445123668,0.0017645216113420389,0.012471655328798186,0.0017645216113420389,0.18883598837994614,-2.25002257,0.05133093202305325,-0.074510667,0
1NiF2-1,1,0.6930663940669726,0.17417649469347554,0.13275711123955194,0.6930663940669726,0.17417649469347554,0.13275711123955194,0.1588375151848015,0.03868059430867988,0.020618556701030927,0.03868059430867988,0.1709567084193921,-2.324818097,0.1067311289030882,-0.014710619,0
1NiO2-1,2,0.8836590682875084,0.09061318555090002,0.0257277461615916,0.8836590682875084,0.09061318555090002,0.0257277461615916,0.024307809569318616,0.005718247046122467,0.009603841536614645,0.005718247046122467,0.24842927182139263,-2.429729367,0.05104573360331002,-0.029590218,0
1NiS2-1,4,0.7851743835136107,0.13273971528327674,0.08208590120311249,0.7851743835136107,0.13273971528327674,0.08208590120311249,0.002429587430873014,0.0005115277561099394,0,0.0005115277561099394,0.1759945047649498,-2.590367824,0.05183470521442854,-0.060498051,0
1NiSe2-1,5,0.30843891001759816,0.3183113606081418,0.3732497293742601,0.30843891001759816,0.3183113606081418,0.3732497293742601,0.24092816686650065,0.06256066842342084,0.012544802867383513,0.06256066842342084,0.2593481317237134,-2.238302651,0.10405921918336276,-0.069426427,0
1OsCl2-1,5,0.7058548658422299,0.17586353363324306,0.11828160052452713,0.7058548658422299,0.17586353363324306,0.11828160052452713,0.02180645016143662,0.0048065685378934665,0.009603841536614645,0.0048065685378934665,0.22886592771004732,-2.706849561,0.04694122958998342,-0.075210553,0
