uid,total
4ClLi-1,"[[-0.2388241868442686, 0.0, 0.0], [0.0, -0.2388241868442686, 0.0], [0.0, 0.0, -0.5783960731301689]]"
4ClLi-2,"[[-0.3526170298853802, 0.0, 0.0], [0.0, -0.3526170298853802, 0.0], [0.0, 0.0, -0.6989700043360187]]"
4ClNa-1,"[[-0.20481541031757602, 0.0, 0.0], [0.0, -0.20481541031757602, 0.0], [0.0, 0.0, -0.5606673061697374]]"
4ClTl-1,"[[-0.0013048416883442813, 0.0, 0.0], [0.0, 0.05652372407910037, 0.0], [0.0, 0.0, -0.5867002359187482]]"
4CuI-1,"[[0.4385423487861107, 0.0, 0.0], [0.0, 0.44200915914095196, 0.0], [0.0, 0.0, -0.37365963262495766]]"
4FIn-1,"[[0.09516935143175519, 0.0, 0.0], [0.0, 0.24004977211264766, 0.0], [0.0, 0.0, -0.431798275933005]]"
4FIn-2,"[[2.696815781285727, 0.0, 0.0], [0.0, 0.29092455938275424, 0.0], [0.0, 0.0, -0.3957739469155299]]"
4FLi-1,"[[-0.4841261562883209, 0.0, 0.0], [0.0, -0.48280410205002566, 0.0], [0.0, 0.0, -0.7375489102695706]]"
4FTl-1,"[[0.08990511143939793, 0.0, 0.0], [0.0, 0.10105935490811552, 0.0], [0.0, 0.0, -0.4412914294668343]]"
4FTl-2,"[[0.05880548667590681, 0.0, 0.0], [0.0, 0.1024337056813363, 0.0], [0.0, 0.0, -0.4473317838878068]]"
4FeSe-1,"[[1.220134249570252, 0.0, 0.0], [0.0, 1.2793703181791083, 0.0], [0.0, 0.0, -0.23657200643706275]]"
4HgSe-1,"[[0.7990647193510082, 0.0, 0.0], [0.0, 0.9645424660791367, 0.0], [0.0, 0.0, -0.2967086218813386]]"
4HgTe-1,"[[0.8120438979302267, 0.0, 0.0], [0.0, 0.9512889372776722, 0.0], [0.0, 0.0, -0.265200170411153]]"
4MgSe-1,"[[0.2190603324488613, 0.0, 0.0], [0.0, 0.2182728535714475, 0.0], [0.0, 0.0, -0.4190750243243807]]"
4MnS-1,"[[1.323148930084041, 0.0, 0.0], [0.0, 1.6775795803569493, 0.0], [0.0, 0.0, -0.37468754903832613]]"
4MnSe-1,"[[1.7030935355751808, 0.0, 0.0], [0.0, 1.5767443543274169, 0.0], [0.0, 0.0, -0.3391345219961308]]"
4NiSe-2,"[[1.7566513196951028, 0.0, 0.0], [0.0, 1.8218932881110164, 0.0], [0.0, 0.0, -0.36653154442041347]]"
4OPb-1,"[[0.25527250510330607, 0.0, 0.0], [0.0, 0.2780673308886626, 0.0], [0.0, 0.0, -0.42596873227228116]]"
4OPb-2,"[[0.3400473176613932, 0.0, 0.0], [0.0, 0.3684728384403618, 0.0], [0.0, 0.0, -0.3467874862246563]]"
4OSn-1,"[[0.2284003587030047, 0.0, 0.0], [0.0, 0.2304489213782739, 0.0], [0.0, 0.0, -0.43062609038495414]]"
4OSn-2,"[[0.3773062510681988, 0.0, 0.0], [0.0, 0.3575537197430816, 0.0], [0.0, 0.0, -0.341035157335565]]"
4SSn-1,"[[0.640978057358332, 0.0, 0.0], [0.0, 0.6844862921887344, 0.0], [0.0, 0.0, -0.39685562737981767]]"
4TeTl-1,"[[0.6972293427597176, 0.0, 0.0], [0.0, 0.6984485380153289, 0.0], [0.0, 0.0, -0.28903688100472424]]"
5AgI-1,"[[0.2035767749779726, 0.0, 0.0], [0.0, 0.20330491613848292, 0.0], [0.0, 0.0, -0.3777859770337047]]"
5OPb-1,"[[0.3457656931144882, 0.0, 0.0], [0.0, 0.345177616542704, 0.0], [0.0, 0.0, -0.3990271043132517]]"
6AgI-1,"[[0.39427652676782143, 0.0, 0.0], [0.0, 0.39427652676782143, 0.0], [0.0, 0.0, -0.34582345812203946]]"
6AuI-2,"[[0.3907585287387172, 0.0, 0.0], [0.0, 0.3455697560563922, 0.0], [0.0, 0.0, -0.3142582613977364]]"
6BrCu-1,"[[0.17897694729316943, 0.0, 0.0], [0.0, 0.21590181320403157, 0.0], [0.0, 0.0, -0.4509967379742122]]"
6BrLi-1,"[[0.08421868673923877, 0.0, 0.0], [0.0, 0.08742645703628549, 0.0], [0.0, 0.0, -0.32975414692587596]]"
6BrLi-2,"[[-0.10957898119908573, 0.0, 0.0], [0.0, -0.10902040301031106, 0.0], [0.0, 0.0, -0.5003129173815962]]"
6ClCu-1,"[[0.38542751480513054, 0.0, 0.0], [0.0, 0.47856649559384334, 0.0], [0.0, 0.0, -0.21538270736712464]]"
6ClLi-1,"[[-0.21681130892474243, 0.0, 0.0], [0.0, -0.21752737583371382, 0.0], [0.0, 0.0, -0.5575202309355514]]"
6ClLi-2,"[[-0.21752737583371382, 0.0, 0.0], [0.0, -0.22694530663573742, 0.0], [0.0, 0.0, -0.5900668766687055]]"
6ClRb-1,"[[-0.021819483062586086, 0.0, 0.0], [0.0, -0.021819483062586086, 0.0], [0.0, 0.0, -0.3625102704874893]]"
6CsF-1,"[[-0.030584087646018613, 0.0, 0.0], [0.0, -0.030584087646018613, 0.0], [0.0, 0.0, -0.3851027839668654]]"
6FK-1,"[[-0.20901152491118416, 0.0, 0.0], [0.0, -0.20901152491118416, 0.0], [0.0, 0.0, -0.4934949675951279]]"
6FLi-1,"[[-0.3142582613977364, 0.0, 0.0], [0.0, -0.31515463835558755, 0.0], [0.0, 0.0, -0.5783960731301689]]"
6FRb-1,"[[-0.1444808443321999, 0.0, 0.0], [0.0, -0.1444808443321999, 0.0], [0.0, 0.0, -0.4522252946121775]]"
6INa-1,"[[0.20844135643856737, 0.0, 0.0], [0.0, 0.20844135643856737, 0.0], [0.0, 0.0, -0.2620126736665692]]"
6OPb-1,"[[0.2412973871099932, 0.0, 0.0], [0.0, 0.2415464805965484, 0.0], [0.0, 0.0, -0.41793663708829126]]"
6OSn-1,"[[0.3400473176613932, 0.0, 0.0], [0.0, 0.2655253352190738, 0.0], [0.0, 0.0, -0.38615817812393083]]"
6PbS-1,"[[0.9767167043633823, 0.0, 0.0], [0.0, 0.9480704815189411, 0.0], [0.0, 0.0, -0.19044028536473223]]"
6PbTe-1,"[[1.303131232510763, 0.0, 0.0], [0.0, 1.2276296495710086, 0.0], [0.0, 0.0, -0.1390633792999063]]"
1LiC12-1,"[[0.5578679615680222, 0.0, 0.0], [0.0, 0.5578679615680222, 0.0], [0.0, 0.0, -0.3477536589966768]]"
1NaC12-1,"[[0.4926207220431918, 0.0, 0.0], [0.0, 0.4926207220431918, 0.0], [0.0, 0.0, -0.29328221766324125]]"
1AgTe2-1,"[[2.5536063487486147, 0.0, 0.0], [0.0, 2.7290489083554634, 0.0], [0.0, 0.0, -0.23807216157947098]]"
1AsSe2-1,"[[1.0178677189635057, 0.0, 0.0], [0.0, 1.0178677189635057, 0.0], [0.0, 0.0, -0.3829996588791011]]"
1BaBr2-1,"[[-0.05848856736559697, 0.0, 0.0], [0.0, -0.05848856736559697, 0.0], [0.0, 0.0, -0.5331323796458906]]"
1BaI2-1,"[[0.060320028688285184, 0.0, 0.0], [0.0, 0.060320028688285184, 0.0], [0.0, 0.0, -0.4473317838878068]]"
1CaBr2-1,"[[-0.014124642691606345, 0.0, 0.0], [0.0, -0.014124642691606345, 0.0], [0.0, 0.0, -0.5030703519267851]]"
1CaCl2-1,"[[-0.12609840213553863, 0.0, 0.0], [0.0, -0.12609840213553863, 0.0], [0.0, 0.0, -0.5734887386354247]]"
1CaI2-1,"[[0.12904505988795806, 0.0, 0.0], [0.0, 0.12904505988795806, 0.0], [0.0, 0.0, -0.4190750243243807]]"
1CdBr2-1,"[[0.17897694729316943, 0.0, 0.0], [0.0, 0.17897694729316943, 0.0], [0.0, 0.0, -0.46092390120722343]]"
1CdBr2-2,"[[0.03019478535675124, 0.0, 0.0], [0.0, 0.03019478535675124, 0.0], [0.0, 0.0, -0.48945498979338786]]"
1CdCl2-1,"[[0.04844180355040453, 0.0, 0.0], [0.0, 0.04844180355040453, 0.0], [0.0, 0.0, -0.5257837359237448]]"
1CdCl2-2,"[[-0.09097914578884395, 0.0, 0.0], [0.0, -0.09097914578884395, 0.0], [0.0, 0.0, -0.562249437179612]]"
1CdF2-1,"[[-0.2732727909734277, 0.0, 0.0], [0.0, -0.2732727909734277, 0.0], [0.0, 0.0, -0.7594507517174003]]"
1CdI2-1,"[[0.16790781000148003, 0.0, 0.0], [0.0, 0.1667260555800517, 0.0], [0.0, 0.0, -0.41680122603137726]]"
1CdI2-2,"[[0.33525725643453186, 0.0, 0.0], [0.0, 0.33525725643453186, 0.0], [0.0, 0.0, -0.38827669199265824]]"
1CoBr2-1,"[[0.5472823079633032, 0.0, 0.0], [0.0, 0.5472823079633032, 0.0], [0.0, 0.0, -0.46344155742846993]]"
1CoBr2-2,"[[0.5525465479556604, 0.0, 0.0], [0.0, 0.5525465479556604, 0.0], [0.0, 0.0, -0.42365864979420714]]"
1CoCl2-1,"[[0.6413749451921255, 0.0, 0.0], [0.0, 0.637789829362229, 0.0], [0.0, 0.0, -0.5128616245228135]]"
1CoCl2-2,"[[0.48586332959733464, 0.0, 0.0], [0.0, 0.48586332959733464, 0.0], [0.0, 0.0, -0.47108329972234525]]"
1CoI2-1,"[[1.3854811501692441, 0.0, 0.0], [0.0, 1.412242085209914, 0.0], [0.0, 0.0, -0.40782324260413316]]"
1CoO2-1,"[[1.2855348061200305, 0.0, 0.0], [0.0, 1.2855348061200305, 0.0], [0.0, 0.0, -0.5016894462103995]]"
1CrS2-1,"[[0.9325752234982906, 0.0, 0.0], [0.0, 0.9325752234982906, 0.0], [0.0, 0.0, -0.042871802323186915]]"
1CrSe2-1,"[[1.0132165396244406, 0.0, 0.0], [0.0, 1.0132165396244406, 0.0], [0.0, 0.0, -0.05502409158795209]]"
1CuBr2-1,"[[1.3102683666324475, 0.0, 0.0], [0.0, 1.3109905271345788, 0.0], [0.0, 0.0, -0.4353339357479107]]"
1CuCl2-2,"[[1.4783211437041497, 0.0, 0.0], [0.0, 1.4807971572684466, 0.0], [0.0, 0.0, -0.4934949675951279]]"
1CuI2-1,"[[1.643798000679235, 0.0, 0.0], [0.0, 1.6124765641284373, 0.0], [0.0, 0.0, -0.3777859770337047]]"
1FeBr2-1,"[[1.6116277314682872, 0.0, 0.0], [0.0, 1.6116277314682872, 0.0], [0.0, 0.0, -0.40120949323688493]]"
1FeBr2-2,"[[0.7193312869837266, 0.0, 0.0], [0.0, 0.7184186418296556, 0.0], [0.0, 0.0, -0.4546928835341759]]"
1FeBr2-3,"[[0.9427519204298138, 0.0, 0.0], [0.0, 0.9427519204298138, 0.0], [0.0, 0.0, -0.37059040089728107]]"
1FeCl2-1,"[[1.9112801530821866, 0.0, 0.0], [0.0, 1.9112801530821866, 0.0], [0.0, 0.0, -0.44490555142168087]]"
1FeCl2-2,"[[0.746400644491561, 0.0, 0.0], [0.0, 0.7462448717201983, 0.0], [0.0, 0.0, -0.5058454059815573]]"
1FeCl2-3,"[[0.823930455125564, 0.0, 0.0], [0.0, 0.823930455125564, 0.0], [0.0, 0.0, -0.4122890349810886]]"
1FeI2-1,"[[1.5937068628490971, 0.0, 0.0], [0.0, 1.5937068628490971, 0.0], [0.0, 0.0, -0.348721986001856]]"
1FeI2-2,"[[0.7254215500742587, 0.0, 0.0], [0.0, 0.7241939195143297, 0.0], [0.0, 0.0, -0.3990271043132517]]"
1FeO2-1,"[[1.356198010307629, 0.0, 0.0], [0.0, 1.356198010307629, 0.0], [0.0, 0.0, -0.48280410205002566]]"
1GeI2-1,"[[0.557988148224913, 0.0, 0.0], [0.0, 0.557988148224913, 0.0], [0.0, 0.0, -0.36957212497497616]]"
1GeO2-1,"[[0.05076631123304232, 0.0, 0.0], [0.0, 0.05076631123304232, 0.0], [0.0, 0.0, -0.6556077263148893]]"
1GeS2-1,"[[0.32939787936104264, 0.0, 0.0], [0.0, 0.32939787936104264, 0.0], [0.0, 0.0, -0.46470587995722945]]"
1HfBi2-1,"[[1.6433144698897297, 0.0, 0.0], [0.0, 1.6433144698897297, 0.0], [0.0, 0.0, -0.1917890270757779]]"
1HfBi2-2,"[[1.2883610274729518, 0.0, 0.0], [0.0, 1.2883610274729518, 0.0], [0.0, 0.0, -0.18775530319963074]]"
1HfBr2-1,"[[0.7155855518931963, 0.0, 0.0], [0.0, 0.7155855518931963, 0.0], [0.0, 0.0, -0.393618634889395]]"
1HfCl2-1,"[[0.6401831919213401, 0.0, 0.0], [0.0, 0.6401831919213401, 0.0], [0.0, 0.0, -0.44977164694490596]]"
1HfS2-1,"[[0.5567847823070253, 0.0, 0.0], [0.0, 0.5567847823070253, 0.0], [0.0, 0.0, -0.47495519296315475]]"
1HfSe2-1,"[[0.7308629920464939, 0.0, 0.0], [0.0, 0.7308629920464939, 0.0], [0.0, 0.0, -0.42596873227228116]]"
1HfTe2-1,"[[1.301702630953145, 0.0, 0.0], [0.0, 1.301702630953145, 0.0], [0.0, 0.0, -0.3595185630295782]]"
1HgBr2-1,"[[0.12221587827282664, 0.0, 0.0], [0.0, 0.0762762554042176, 0.0], [0.0, 0.0, -0.47108329972234525]]"
1HgBr2-2,"[[0.1705550585212085, 0.0, 0.0], [0.0, 0.17026171539495738, 0.0], [0.0, 0.0, -0.4584207560534191]]"
1HgCl2-2,"[[0.05766610390982921, 0.0, 0.0], [0.0, 0.05766610390982921, 0.0], [0.0, 0.0, -0.5228787452803376]]"
1HgF2-1,"[[-0.09963287134352969, 0.0, 0.0], [0.0, -0.09963287134352969, 0.0], [0.0, 0.0, -0.7351821769904635]]"
1HgI2-1,"[[0.2915908256580012, 0.0, 0.0], [0.0, 0.2913688504515826, 0.0], [0.0, 0.0, -0.39685562737981767]]"
1HgI2-2,"[[0.24402958903002173, 0.0, 0.0], [0.0, 0.15198239545747402, 0.0], [0.0, 0.0, -0.3990271043132517]]"
1MgBr2-1,"[[0.04727486738417948, 0.0, 0.0], [0.0, 0.04727486738417948, 0.0], [0.0, 0.0, -0.4841261562883209]]"
1MgBr2-2,"[[-0.1106982974936897, 0.0, 0.0], [0.0, -0.1106982974936897, 0.0], [0.0, 0.0, -0.5316526695878427]]"
1MgCl2-1,"[[-0.09097914578884395, 0.0, 0.0], [0.0, -0.09097914578884395, 0.0], [0.0, 0.0, -0.5512936800949201]]"
1MgCl2-2,"[[-0.24260397120697583, 0.0, 0.0], [0.0, -0.24260397120697583, 0.0], [0.0, 0.0, -0.6090648928966209]]"
1MgF2-1,"[[-0.5044556624535516, 0.0, 0.0], [0.0, -0.5044556624535516, 0.0], [0.0, 0.0, -0.8124792791635369]]"
1MgI2-1,"[[0.21404867941194144, 0.0, 0.0], [0.0, 0.21404867941194144, 0.0], [0.0, 0.0, -0.40782324260413316]]"
1MgI2-2,"[[0.034628456625320346, 0.0, 0.0], [0.0, 0.034628456625320346, 0.0], [0.0, 0.0, -0.44977164694490596]]"
1MnBr2-1,"[[0.1917303933628563, 0.0, 0.0], [0.0, 0.1917303933628563, 0.0], [0.0, 0.0, -0.46852108295774486]]"
1MnBr2-2,"[[0.02201573981772028, 0.0, 0.0], [0.0, 0.021602716028242194, 0.0], [0.0, 0.0, -0.5086383061657274]]"
1MnCl2-1,"[[0.06258198422816312, 0.0, 0.0], [0.0, 0.06258198422816312, 0.0], [0.0, 0.0, -0.5331323796458906]]"
1MnCl2-2,"[[-0.09151498112135022, 0.0, 0.0], [0.0, -0.09151498112135022, 0.0], [0.0, 0.0, -0.5783960731301689]]"
1MnI2-1,"[[0.3548764225162338, 0.0, 0.0], [0.0, 0.3548764225162338, 0.0], [0.0, 0.0, -0.3990271043132517]]"
1MnI2-2,"[[0.15289959639374748, 0.0, 0.0], [0.0, 0.15259407792746976, 0.0], [0.0, 0.0, -0.4377071355435253]]"
1MnO2-1,"[[0.41396997174806127, 0.0, 0.0], [0.0, 0.41396997174806127, 0.0], [0.0, 0.0, -0.6516951369518393]]"
1MnS2-1,"[[1.2254643592072119, 0.0, 0.0], [0.0, 1.2254643592072119, 0.0], [0.0, 0.0, -0.4559319556497244]]"
1MnSe2-1,"[[1.3073034508667651, 0.0, 0.0], [0.0, 1.3073034508667651, 0.0], [0.0, 0.0, -0.40450377817442584]]"
1MnTe2-1,"[[1.3096940295658421, 0.0, 0.0], [0.0, 1.3096940295658421, 0.0], [0.0, 0.0, -0.3516399890190684]]"
1MnTe2-2,"[[0.9640237928400335, 0.0, 0.0], [0.0, 0.9640237928400335, 0.0], [0.0, 0.0, -0.3142582613977364]]"
1MoO2-1,"[[0.6033609243483805, 0.0, 0.0], [0.0, 0.6033609243483805, 0.0], [0.0, 0.0, -0.6073030467403343]]"
1MoS2-1,"[[0.7918309476748362, 0.0, 0.0], [0.0, 0.7918309476748362, 0.0], [0.0, 0.0, -0.42712839779951983]]"
1MoSe2-1,"[[0.8621313793130372, 0.0, 0.0], [0.0, 0.8621313793130372, 0.0], [0.0, 0.0, -0.3851027839668654]]"
1MoTe2-1,"[[0.9762582492570452, 0.0, 0.0], [0.0, 0.9762582492570452, 0.0], [0.0, 0.0, -0.33068311943388784]]"
1NbS2-2,"[[0.9159799141402244, 0.0, 0.0], [0.0, 0.9159799141402244, 0.0], [0.0, 0.0, -0.4377071355435253]]"
1NbSe2-1,"[[0.7119758543517557, 0.0, 0.0], [0.0, 0.7119758543517557, 0.0], [0.0, 0.0, -0.38827669199265824]]"
1NbSe2-2,"[[1.4246693355658755, 0.0, 0.0], [0.0, 1.4246693355658755, 0.0], [0.0, 0.0, -0.39040559077478]]"
1NbTe2-1,"[[0.8871670208947744, 0.0, 0.0], [0.0, 0.8871670208947744, 0.0], [0.0, 0.0, -0.3279021420642826]]"
1NbTe2-2,"[[2.021495265472159, 0.0, 0.0], [0.0, 2.021495265472159, 0.0], [0.0, 0.0, -0.32513885926218844]]"
1NiBr2-1,"[[0.3951515915045426, 0.0, 0.0], [0.0, 0.3951515915045426, 0.0], [0.0, 0.0, -0.4621809049267259]]"
1NiCl2-1,"[[0.2629254693318316, 0.0, 0.0], [0.0, 0.2629254693318316, 0.0], [0.0, 0.0, -0.5199930570428494]]"
1NiF2-1,"[[-0.14387555575769967, 0.0, 0.0], [0.0, -0.14387555575769967, 0.0], [0.0, 0.0, -0.7471469690201068]]"
1NiI2-1,"[[0.5790973265526438, 0.0, 0.0], [0.0, 0.5790973265526438, 0.0], [0.0, 0.0, -0.3957739469155299]]"
1NiI2-2,"[[1.168880342413643, 0.0, 0.0], [0.0, 1.1670809196732561, 0.0], [0.0, 0.0, -0.41116827440579273]]"
1NiO2-1,"[[0.6500159524718385, 0.0, 0.0], [0.0, 0.6500159524718385, 0.0], [0.0, 0.0, -0.6055483191737837]]"
1NiS2-1,"[[1.0256744494103445, 0.0, 0.0], [0.0, 1.0256744494103445, 0.0], [0.0, 0.0, -0.44977164694490596]]"
1NiSe2-1,"[[1.2043642046210052, 0.0, 0.0], [0.0, 1.2043642046210052, 0.0], [0.0, 0.0, -0.41341269532824504]]"
1NiTe2-1,"[[1.435971706399341, 0.0, 0.0], [0.0, 1.435971706399341, 0.0], [0.0, 0.0, -0.3477536589966768]]"
1OTl2-1,"[[0.6299190355035418, 0.0, 0.0], [0.0, 0.6303261548039468, 0.0], [0.0, 0.0, -0.3448615651886179]]"
1PSe2-1,"[[0.873494982256169, 0.0, 0.0], [0.0, 0.873494982256169, 0.0], [0.0, 0.0, -0.393618634889395]]"
1PbBr2-1,"[[0.27207378750000993, 0.0, 0.0], [0.0, 0.27207378750000993, 0.0], [0.0, 0.0, -0.44977164694490596]]"
1PbBr2-2,"[[0.2725377773752374, 0.0, 0.0], [0.0, 0.2725377773752374, 0.0], [0.0, 0.0, -0.4067139329795427]]"
1PbCl2-1,"[[0.14891099310935643, 0.0, 0.0], [0.0, 0.14891099310935643, 0.0], [0.0, 0.0, -0.5214335044061567]]"
1PbI2-1,"[[0.42439155441027754, 0.0, 0.0], [0.0, 0.42439155441027754, 0.0], [0.0, 0.0, -0.36957212497497616]]"
1PbI2-2,"[[0.4146391467370091, 0.0, 0.0], [0.0, 0.4146391467370091, 0.0], [0.0, 0.0, -0.33629907461035186]]"
1PbO2-1,"[[0.290479813330673, 0.0, 0.0], [0.0, 0.290479813330673, 0.0], [0.0, 0.0, -0.623423042943488]]"
1PdO2-1,"[[0.5759956202032677, 0.0, 0.0], [0.0, 0.5759956202032677, 0.0], [0.0, 0.0, -0.619788758288394]]"
1PdS2-1,"[[0.6328620401002298, 0.0, 0.0], [0.0, 0.6427612032653204, 0.0], [0.0, 0.0, -0.5985994592184559]]"
1PdSe2-1,"[[1.0333835411731191, 0.0, 0.0], [0.0, 1.0333835411731191, 0.0], [0.0, 0.0, -0.4122890349810886]]"
1PdTe2-1,"[[1.2738111993994035, 0.0, 0.0], [0.0, 1.2738111993994035, 0.0], [0.0, 0.0, -0.368556230986828]]"
1PtO2-1,"[[0.44762309776028614, 0.0, 0.0], [0.0, 0.44762309776028614, 0.0], [0.0, 0.0, -0.640164517660112]]"
1PtS2-1,"[[0.7271344237604886, 0.0, 0.0], [0.0, 0.7271344237604886, 0.0], [0.0, 0.0, -0.453457336521869]]"
1PtSe2-1,"[[0.8492965408347265, 0.0, 0.0], [0.0, 0.8492965408347265, 0.0], [0.0, 0.0, -0.4145392704914993]]"
1PtTe2-1,"[[1.02428037604708, 0.0, 0.0], [0.0, 1.02428037604708, 0.0], [0.0, 0.0, -0.368556230986828]]"
1RhH2-1,"[[0.7722483399718536, 0.0, 0.0], [0.0, 0.7722483399718536, 0.0], [0.0, 0.0, -0.6289321377282637]]"
1STl2-1,"[[0.5359267413955693, 0.0, 0.0], [0.0, 0.5360531551592047, 0.0], [0.0, 0.0, -0.3233063903751334]]"
1SbSe2-1,"[[0.7662640906519955, 0.0, 0.0], [0.0, 0.7662640906519955, 0.0], [0.0, 0.0, -0.37365963262495766]]"
1ScBr2-1,"[[0.6212801675504147, 0.0, 0.0], [0.0, 0.6212801675504147, 0.0], [0.0, 0.0, -0.42481215507233894]]"
1ScCl2-1,"[[0.5471591213274175, 0.0, 0.0], [0.0, 0.5471591213274175, 0.0], [0.0, 0.0, -0.48280410205002566]]"
1ScI2-2,"[[0.7436665214462129, 0.0, 0.0], [0.0, 0.7436665214462129, 0.0], [0.0, 0.0, -0.36051351073141397]]"
1ScSe2-1,"[[0.912753303671323, 0.0, 0.0], [0.0, 0.912753303671323, 0.0], [0.0, 0.0, -0.41680122603137726]]"
1SiS2-1,"[[0.26623169668989327, 0.0, 0.0], [0.0, 0.26623169668989327, 0.0], [0.0, 0.0, -0.4814860601221125]]"
1SiSe2-1,"[[0.388278863459639, 0.0, 0.0], [0.0, 0.388278863459639, 0.0], [0.0, 0.0, -0.43415218132648237]]"
1SnI2-1,"[[0.4815859363676223, 0.0, 0.0], [0.0, 0.4815859363676223, 0.0], [0.0, 0.0, -0.3655227298392684]]"
1SnI2-2,"[[0.47552591503928066, 0.0, 0.0], [0.0, 0.47552591503928066, 0.0], [0.0, 0.0, -0.3316140833099998]]"
1SnS2-1,"[[0.500785172917456, 0.0, 0.0], [0.0, 0.500785172917456, 0.0], [0.0, 0.0, -0.4353339357479107]]"
1SnS2-2,"[[0.3209766773428235, 0.0, 0.0], [0.0, 0.3209766773428235, 0.0], [0.0, 0.0, -0.44977164694490596]]"
1SnSe2-1,"[[0.6641717053619309, 0.0, 0.0], [0.0, 0.6641717053619309, 0.0], [0.0, 0.0, -0.39147396642280585]]"
1SnSe2-2,"[[0.4383841070347141, 0.0, 0.0], [0.0, 0.4385423487861107, 0.0], [0.0, 0.0, -0.40782324260413316]]"
1SrBr2-1,"[[-0.060980223551333534, 0.0, 0.0], [0.0, -0.060980223551333534, 0.0], [0.0, 0.0, -0.5214335044061567]]"
1SrCl2-1,"[[-0.17069622716897506, 0.0, 0.0], [0.0, -0.17069622716897506, 0.0], [0.0, 0.0, -0.595166283380062]]"
1SrI2-1,"[[0.07003786660775509, 0.0, 0.0], [0.0, 0.07003786660775509, 0.0], [0.0, 0.0, -0.43415218132648237]]"
1SrI2-2,"[[0.10037054511756291, 0.0, 0.0], [0.0, 0.10037054511756291, 0.0], [0.0, 0.0, -0.39147396642280585]]"
1TaS2-1,"[[0.5578679615680222, 0.0, 0.0], [0.0, 0.5578679615680222, 0.0], [0.0, 0.0, -0.438898616350944]]"
1TaS2-2,"[[0.7475671627376249, 0.0, 0.0], [0.0, 0.7475671627376249, 0.0], [0.0, 0.0, -0.44611697335612566]]"
1TaSe2-2,"[[1.2087100199064011, 0.0, 0.0], [0.0, 1.2087100199064011, 0.0], [0.0, 0.0, -0.40120949323688493]]"
1TaTe2-2,"[[1.6988483848535636, 0.0, 0.0], [0.0, 1.6988483848535636, 0.0], [0.0, 0.0, -0.33254704711004607]]"
1TiBr2-1,"[[0.8928734068887656, 0.0, 0.0], [0.0, 0.8928734068887656, 0.0], [0.0, 0.0, -0.4145392704914993]]"
1TiCl2-1,"[[0.8169038393756602, 0.0, 0.0], [0.0, 0.8169038393756602, 0.0], [0.0, 0.0, -0.46597389394386496]]"
1TiF2-1,"[[0.6126779183165018, 0.0, 0.0], [0.0, 0.6126779183165018, 0.0], [0.0, 0.0, -0.6615435063953952]]"
1TiI2-2,"[[1.0009110621312234, 0.0, 0.0], [0.0, 1.0009110621312234, 0.0], [0.0, 0.0, -0.3545777306509081]]"
1TiTe2-1,"[[1.436162647040756, 0.0, 0.0], [0.0, 1.436162647040756, 0.0], [0.0, 0.0, -0.3448615651886179]]"
1VBr2-1,"[[0.26576091671761054, 0.0, 0.0], [0.0, 0.26576091671761054, 0.0], [0.0, 0.0, -0.48017200622428124]]"
1VCl2-1,"[[0.162564406523019, 0.0, 0.0], [0.0, 0.162564406523019, 0.0], [0.0, 0.0, -0.5421181032660077]]"
1VI2-1,"[[0.4079005401426351, 0.0, 0.0], [0.0, 0.4079005401426351, 0.0], [0.0, 0.0, -0.41341269532824504]]"
1VS2-1,"[[0.8689381783329112, 0.0, 0.0], [0.0, 0.8689381783329112, 0.0], [0.0, 0.0, -0.4377071355435253]]"
1VS2-2,"[[1.1787755720454105, 0.0, 0.0], [0.0, 1.1787755720454105, 0.0], [0.0, 0.0, -0.44490555142168087]]"
1VSe2-1,"[[0.9740970037941311, 0.0, 0.0], [0.0, 0.9740970037941311, 0.0], [0.0, 0.0, -0.3957739469155299]]"
1VSe2-2,"[[1.403703766212908, 0.0, 0.0], [0.0, 1.403703766212908, 0.0], [0.0, 0.0, -0.3990271043132517]]"
1VTe2-1,"[[1.1790632223949802, 0.0, 0.0], [0.0, 1.1790632223949802, 0.0], [0.0, 0.0, -0.3391345219961308]]"
1WO2-1,"[[0.5402042998420598, 0.0, 0.0], [0.0, 0.5402042998420598, 0.0], [0.0, 0.0, -0.6108339156354675]]"
1WS2-1,"[[0.746400644491561, 0.0, 0.0], [0.0, 0.746400644491561, 0.0], [0.0, 0.0, -0.4282911681913124]]"
1WSe2-1,"[[0.8188854145940099, 0.0, 0.0], [0.0, 0.8188854145940099, 0.0], [0.0, 0.0, -0.3851027839668654]]"
1WTe2-1,"[[0.9473847016847409, 0.0, 0.0], [0.0, 0.9473847016847409, 0.0], [0.0, 0.0, -0.33068311943388784]]"
1YBr2-1,"[[0.4970679363985048, 0.0, 0.0], [0.0, 0.4970679363985048, 0.0], [0.0, 0.0, -0.41116827440579273]]"
1YCl2-1,"[[0.4173055832445255, 0.0, 0.0], [0.0, 0.4173055832445255, 0.0], [0.0, 0.0, -0.47108329972234525]]"
1YI2-1,"[[0.6190933306267428, 0.0, 0.0], [0.0, 0.6190933306267428, 0.0], [0.0, 0.0, -0.34582345812203946]]"
1ZnBr2-1,"[[0.049992856920142645, 0.0, 0.0], [0.0, 0.049992856920142645, 0.0], [0.0, 0.0, -0.494850021680094]]"
