uid,total
1FeHfBr6-1,"[[5.327419453580286, 0.0194612241921831, 0.0006056485130211], [0.0194612241921831, 5.278735070971012, -0.000950656], [0.0006056485130211, -0.000950656, 0.055735745598934]]"
1FeHfF6-1,"[[4.363585875119565, 0.0018110272787882, 0.0028499481804424], [0.0018110272787882, 4.653058842528648, 0.0044832991428394], [0.0028499481804424, 0.0044832991428394, 0.1673096718035903]]"
1FeHfH6-1,"[[2.2269965218806265, -0.002448582, -4.61e-05], [-0.002448582, 2.228814476392652, -0.000117157], [-4.61e-05, -0.000117157, 0.0455265020597341]]"
1FeHfI6-1,"[[4.653630944446617, 0.0214231084437181, -0.001032097], [0.0214231084437181, 4.704269033389548, -0.000585086], [-0.001032097, -0.000585086, 0.0492053003429848]]"
1FeMgBr2O2-1,"[[2.084880455622575, 1.6128635652606609, -0.012133395], [1.6128635652606609, 25.751390258874448, 0.0009143639183592], [-0.012133395, 0.0009143639183592, 0.0321326706806079]]"
1FeZrBr6-1,"[[10.473113633313467, -0.012475902, 0.001446107744997], [-0.012475902, 8.6453300954301, -0.000156416], [0.001446107744997, -0.000156416, 0.0399713357589527]]"
1FeZrCl6-1,"[[9.04346547714851, -0.037168075, -0.000359302], [-0.037168075, 9.054196062570233, -0.000243619], [-0.000359302, -0.000243619, 0.0472039670782537]]"
1FeZrH6-1,"[[2.5247084594643727, 0.0007653488738374, -2.67e-05], [0.0007653488738374, 2.523499528183523, 0.0001366571126815], [-2.67e-05, 0.0001366571126815, 0.0453730164351613]]"
1FeZrI6-1,"[[8.59342495240636, 0.0427577556099643, -0.002497645], [0.0427577556099643, 8.145629865200068, 0.0021080997566176], [-0.002497645, 0.0021080997566176, 0.055784100253044]]"
1Ga2Mg2S5-1,"[[7.488209809978457, 0.0067853777685593, 0.0008977060148231], [0.0067853777685593, 7.517010389731535, 0.0006220282458908], [0.0008977060148231, 0.0006220282458908, 0.1264345609839066]]"
1Ga2Mg2Se5-1,"[[8.906859328718959, 0.0093759758494032, -0.001389517], [0.0093759758494032, 8.93012514581357, 0.0001888860117639], [-0.001389517, 0.0001888860117639, 0.096404400590277]]"
1Ga2S3-1,"[[5.068312077158124, 0.750601013483202, -0.001169544], [0.750601013483202, 7.1866842422695205, 0.0001939478673587], [-0.001169544, 0.0001939478673587, 0.0522177598100552]]"
1Ga2S5-1,"[[0.9408422542544218, 0.0004127692101336, -0.039395119], [0.0004127692101336, 2.228870831452485, -0.00034612], [-0.039395119, -0.00034612, 0.0214947265232285]]"
1Ga2Se3-1,"[[5.285698047473812, -0.101965332, 0.0004434601661188], [-0.101965332, 6.075430350742296, -7.1e-05], [0.0004434601661188, -7.1e-05, 0.0301000737986437]]"
1Ga2Te5-1,"[[1.713685373636498, -0.013326639, -0.000943915], [-0.013326639, 19.712935899221744, -0.001347856], [-0.000943915, -0.001347856, 0.0114242527492513]]"
1GaInBr2S2-1,"[[2.695142519975002, -0.102252574, -0.041243236], [-0.102252574, 3.701894811095674, -0.002805666], [-0.041243236, -0.002805666, 0.0718399886345364]]"
1GaInP2Se2S4-1,"[[6.4270199952216505, 0.0958765220477276, -0.014669117], [0.0958765220477276, 6.497097761025185, -0.024515371], [-0.014669117, -0.024515371, 0.0277758798502546]]"
1GaInS2-1,"[[2.338596309219201, -0.001257076, 0.0002264628919206], [-0.001257076, 2.341041684189228, 0.0001453355223541], [0.0002264628919206, 0.0001453355223541, 0.0268675100695629]]"
1GaInTe2-1,"[[2.417863610552133, 7.224129799538685e-05, 3.458214729092113e-05], [7.224129799538685e-05, 2.4085533332271027, 0.0003216280348724], [3.458214729092113e-05, 0.0003216280348724, 0.0124158270085211]]"
1GaIrI2S2-1,"[[4.633035120429494, -0.019288284, -0.000219875], [-0.019288284, 4.704227947883803, -0.001736914], [-0.000219875, -0.001736914, 0.0365150735363168]]"
1GaLiP2S6-1,"[[3.231088889337634, 0.3138148935667048, 0.0256108504454713], [0.3138148935667048, 3.517731318932435, 0.0373408856469958], [0.0256108504454713, 0.0373408856469958, 0.015204228318215]]"
1GaMnCl2Br4-1,"[[5.831651831078578, -0.14490013, -0.142068707], [-0.14490013, 2.095517380874224, 0.011895861370831], [-0.142068707, 0.011895861370831, 0.0337921123656419]]"
1GaMnCl2O2-1,"[[2.5169359192486302, -0.254967231, 0.0151771916054883], [-0.254967231, 6.930082694765103, -0.260522826], [0.0151771916054883, -0.260522826, 0.093198016553339]]"
1GaN-1,"[[0.6607744021310726, -8.61e-07, -3.31e-08], [-8.61e-07, 0.6607272114009424, 9.897740752348491e-07], [-3.31e-08, 9.897740752348491e-07, 0.0773919806317603]]"
1GaNaP2Se6-1,"[[3.335205471528353, 0.406211080650832, 0.039879491596297], [0.406211080650832, 3.692390827299061, 0.0599232069136221], [0.039879491596297, 0.0599232069136221, 0.0183446499050389]]"
1GaP-1,"[[0.7660044592357885, 1.0173664706674882e-05, -2.52e-05], [1.0173664706674882e-05, 0.7659687636256816, 9.61673951755633e-06], [-2.52e-05, 9.61673951755633e-06, 0.0173393299228665]]"
1GaPdBr6-1,"[[2.5979916868099795, -0.066648216, -0.057062523], [-0.066648216, 1.3477285347239556, 0.0034201772483553], [-0.057062523, 0.0034201772483553, 0.0223306251163293]]"
1GaRhCl2O2-1,"[[2.822246967554274, -0.014024985, -0.000187991], [-0.014024985, 2.9666319676080675, -0.000762508], [-0.000187991, -0.000762508, 0.0548789051856354]]"
1GaRhIr2Br4S4-1,"[[4.774523294621627, -2.199688588, 0.0001974387378365], [-2.199688588, 3.386170195184764, -0.000350866], [0.0001974387378365, -0.000350866, 0.0307296716352237]]"
1GeBi2Se2I4-1,"[[13.490726408558505, -0.044114754, -0.002568766], [-0.044114754, 12.117190221883364, -0.000303975], [-0.002568766, -0.000303975, 0.0244071711695873]]"
1GeHfBr2S2-1,"[[104.28545674663354, 2.6073012477049264, -0.081398119], [2.6073012477049264, 20.025287765263823, -0.004660867], [-0.081398119, -0.004660867, 0.0772207699951226]]"
1GeHfCl2S2-1,"[[40.47458767398773, 0.2881895825134093, 0.1410902657682484], [0.2881895825134093, 34.51839089578259, 0.0109781326240792], [0.1410902657682484, 0.0109781326240792, 0.0845153724574991]]"
1GeI2-1,"[[21.03093052937587, 0.0106776186989663, 0.0005103620792012], [0.0106776186989663, 20.978479547047424, -6.35e-05], [0.0005103620792012, -6.35e-05, 0.0283080154471779]]"
1GeO-1,"[[2.7316939394261026, -0.012013049, 0.0003459631412869], [-0.012013049, 2.7575334681536274, -0.000768385], [0.0003459631412869, -0.000768385, 0.0206587724271526]]"
1GeO2-1,"[[2.7596867193334065, 0.0269698749992867, 0.0002302490092615], [0.0269698749992867, 2.879739047433355, 0.0015752052985597], [0.0002302490092615, 0.0015752052985597, 0.0427032315391381]]"
1GeO2-2,"[[1.902166462941599, 0.0088126352148378, -0.000253662], [0.0088126352148378, 1.8624869631840792, 7.35671744979142e-05], [-0.000253662, 7.35671744979142e-05, 0.0269069878505889]]"
1GeOBr2I2Zr2Se3-1,"[[3.780753867373386, 0.0311652004794178, 0.1557438246642205], [0.0311652004794178, 3.967800671767972, 0.012823021777549], [0.1557438246642205, 0.012823021777549, 0.0866726849347148]]"
1GePbSSe-1,"[[16.531463705556718, -3.03686179, -0.039460316], [-3.03686179, 32.26403548096812, -0.007295653], [-0.039460316, -0.007295653, 0.0288068838182763]]"
1GeS-1,"[[1.430733542751906, -0.010771647, 0.0002605348819054], [-0.010771647, 1.432461366515479, 0.0001154998765552], [0.0002605348819054, 0.0001154998765552, 0.0055572980276055]]"
1GeS2-1,"[[1.9761598430463885, -0.000126796, -6e-07], [-0.000126796, 1.976285333034556, 1.7488364247780354e-06], [-6e-07, 1.7488364247780354e-06, 0.0075581167727499]]"
1GeS2-2,"[[5.603700318520187, -0.078046584, -0.001102751], [-0.078046584, 5.375085575471089, -0.001675662], [-0.001102751, -0.001675662, 0.0125370387222539]]"
1GeSZnBr2-1,"[[4.315791015386975, 1.1423247369797784, -0.064820163], [1.1423247369797784, 5.9374931851788295, -0.175491123], [-0.064820163, -0.175491123, 0.0848599359757446]]"
1GeSe-1,"[[1.1571457648771128, -0.008167367, 0.0002332154614582], [-0.008167367, 1.1429309692775431, -6.43e-05], [0.0002332154614582, -6.43e-05, 0.0034519981525746]]"
1GeTe-1,"[[0.5986018063562387, -5.88e-05, -4.24e-05], [-5.88e-05, 0.5987715743904483, 1.724371879715866e-05], [-4.24e-05, 1.724371879715866e-05, 0.0019433805589273]]"
1GeTiI2S2-1,"[[13.945273804337312, 0.1897233318547968, -0.094161996], [0.1897233318547968, 12.291176647552025, -0.014349203], [-0.094161996, -0.014349203, 0.0215268230039969]]"
1HIOSr-1,"[[2.4149736664201686, -0.002902945, 2.157041134710714e-05], [-0.002902945, 2.436764445938932, -0.000200547], [2.157041134710714e-05, -0.000200547, 0.0869593158119599]]"
1HSbSe2O6-1,"[[63.60302890038764, 74.44714227385276, -0.108120238], [74.44714227385276, 91.12919177491985, -0.045431262], [-0.108120238, -0.045431262, 0.1268859874399907]]"
1HSbTe2O6-1,"[[13.222945019112853, 13.846321925103917, -0.067206323], [13.846321925103917, 18.401997841118902, 0.0380820397900621], [-0.067206323, 0.0380820397900621, 0.1232765846357857]]"
1HfBr2-1,"[[0.264097459978293, 0.0001196199092556, -3.22e-06], [0.0001196199092556, 0.2637648407832293, 5.836278569288338e-06], [-3.22e-06, 5.836278569288338e-06, 0.0073169156231095]]"
1HfCl2-1,"[[0.3976970077563053, -0.00063147, -9.39e-06], [-0.00063147, 0.3949851534352501, 2.493061637283494e-05], [-9.39e-06, 2.493061637283494e-05, 0.0105916175201784]]"
1HfI2-1,"[[0.0201065555593765, -1.65e-05, -6.09e-07], [-1.65e-05, 0.0201361683340256, 1.2843930715765066e-06], [-6.09e-07, 1.2843930715765066e-06, 0.0022382133434104]]"
1HfIrCl2Br4-1,"[[2.5297047539689954, -0.039627715, -0.070638549], [-0.039627715, 1.3407449772864957, 0.0161266941761422], [-0.070638549, 0.0161266941761422, 0.0330492356254494]]"
1HfMnI6-1,"[[4.404523815759161, -0.001882148, -0.000127772], [-0.001882148, 4.429625548485597, 4.45914871389546e-05], [-0.000127772, 4.45914871389546e-05, 0.0450698451533968]]"
1HfNa2H6O6-1,"[[2.941919847186812, -0.005599527, 0.0099385193226541], [-0.005599527, 2.932339938309103, -0.010394764], [0.0099385193226541, -0.010394764, 0.1747652204314591]]"
1HfNiBr6-1,"[[2.2003263262335424, -0.00204852, 0.0003640994153906], [-0.00204852, 2.2201572236073184, 0.000254886746902], [0.0003640994153906, 0.000254886746902, 0.0416373803577787]]"
1HfNiCl6-1,"[[1.9359013377266656, -0.003535002, 0.0003563333937592], [-0.003535002, 1.950693249683223, 0.0002768886131951], [0.0003563333937592, 0.0002768886131951, 0.0503194328450673]]"
1HfNiF6-1,"[[1.1809888365251302, 0.0017577866030616, 0.0004935883391808], [0.0017577866030616, 1.1805369617274697, 0.0003132856102666], [0.0004935883391808, 0.0003132856102666, 0.1123282352634234]]"
1HfNiI6-1,"[[2.574850093454816, -0.004925294, 0.000256208144376], [-0.004925294, 2.56417864969253, 0.000309920492555], [0.000256208144376, 0.000309920492555, 0.0347111123919706]]"
1HfO2-1,"[[7.049172749486347, -0.003433461, -0.003764063], [-0.003433461, 7.010001754571548, -0.001439919], [-0.003764063, -0.001439919, 0.0724437819038104]]"
1HfO2-2,"[[1.4827098730585366, -0.000101007, 4.730612961604631e-07], [-0.000101007, 1.4829206138983035, 4.226043956859363e-06], [4.730612961604631e-07, 4.226043956859363e-06, 0.0434534328270376]]"
1HfPdBr6-1,"[[2.109656161382346, 0.0059845994506794, -9.68e-05], [0.0059845994506794, 2.0986004517649155, 0.000599648041424], [-9.68e-05, 0.000599648041424, 0.0383724963729178]]"
1HfPdCl6-1,"[[1.9427363772365949, 0.0015812875769857, 0.0002941250376544], [0.0015812875769857, 1.91720187413329, 0.0002275140948951], [0.0002941250376544, 0.0002275140948951, 0.0455056799398687]]"
1HfPdF6-1,"[[1.382716957781198, -0.001562461, 0.0004694181488162], [-0.001562461, 1.377027886964213, 0.0003442306830923], [0.0004694181488162, 0.0003442306830923, 0.0974998098140869]]"
1HfPdI6-1,"[[2.5021818644601943, -0.03880433, 0.0002386931119764], [-0.03880433, 2.448857106016145, 0.0002827746526595], [0.0002386931119764, 0.0002827746526595, 0.0328775766358793]]"
1HfS2-1,"[[14.508656357940204, -0.062405161, 0.0012697420112288], [-0.062405161, 14.242683911127658, -0.003231949], [0.0012697420112288, -0.003231949, 0.0235482408980935]]"
1HfS2-3,"[[1.516899317189936, 5.018391734686264e-06, 2.802642949198305e-06], [5.018391734686264e-06, 1.5168600349061303, 6.198304557217493e-07], [2.802642949198305e-06, 6.198304557217493e-07, 0.0125666721033622]]"
1HfSSe-1,"[[16.8375938765986, -0.078355205, 0.0033648835252795], [-0.078355205, 16.64237767194385, -0.00156464], [0.0033648835252795, -0.00156464, 0.0179845943361212]]"
1HfSSe-2,"[[3.123096544575321, -2.78e-05, 7.025283958696585e-05], [-2.78e-05, 3.123531642345274, -6.01e-05], [7.025283958696585e-05, -6.01e-05, 0.0209350175469469]]"
1HfSTe-2,"[[4.1761161458525, -0.007535857, 0.0001500733684194], [-0.007535857, 4.157893318351207, 0.001178608247618], [0.0001500733684194, 0.001178608247618, 0.0118963344587713]]"
1HfSe2-1,"[[22.092868223028866, -0.094497563, -0.000448863], [-0.094497563, 21.570756729776395, 0.0001818919859771], [-0.000448863, 0.0001818919859771, 0.0168062191699421]]"
1HfSe2-2,"[[3.288707257317103, -4.16e-05, 1.188318136028244e-07], [-4.16e-05, 3.288599229756365, 2.8345432962227225e-05], [1.188318136028244e-07, 2.8345432962227225e-05, 0.0193150614767334]]"
1HfSe2-3,"[[1.494550752160182, 5.180524122668371e-06, -6.03e-06], [5.180524122668371e-06, 1.494466813015687, -7.15e-06], [-6.03e-06, -7.15e-06, 0.007855352133048]]"
1HfSeCl3Mn3S4-1,"[[7.279497304213576, 1.4678683320707515, -0.057271576], [1.4678683320707515, 5.212796995663017, -0.06471861], [-0.057271576, -0.06471861, 0.0231697422547236]]"
1HfSeTe-2,"[[4.310215860820721, 0.0062258443871006, 0.0036649439394375], [0.0062258443871006, 4.325970736731492, -0.002164679], [0.0036649439394375, -0.002164679, 0.0125542537747132]]"
1HfTe2-2,"[[4.583832636507091, -0.025167492, -2.59e-05], [-0.025167492, 4.554566702939964, 4.5285603032726846e-05], [-2.59e-05, 4.5285603032726846e-05, 0.0135275097789599]]"
1HfTe2-3,"[[1.5926071538722786, -2.45e-05, 5.928285391688858e-07], [-2.45e-05, 1.5923857449446552, 3.955210652545898e-07], [5.928285391688858e-07, 3.955210652545898e-07, 0.0047926185835621]]"
1HfTi3S8-1,"[[3.1722182098977663, 0.0092916619756413, 0.0011151883735485], [0.0092916619756413, 3.159020751688188, -0.002467513], [0.0011151883735485, -0.002467513, 0.0173030553996033]]"
1HfTi3Te8-1,"[[6.091504698758832, 0.0033650151526359, -0.000262824], [0.0033650151526359, 6.172024686725447, -4.18e-05], [-0.000262824, -4.18e-05, 0.0095431794922074]]"
1HfZnF6-1,"[[1.2653620986429948, 0.007515352753211, 3.228538499615118e-05], [0.007515352753211, 1.2739404405582, 2.753079335391634e-06], [3.228538499615118e-05, 2.753079335391634e-06, 0.1114373119280822]]"
1HfZr3S8-1,"[[2.849456068256904, 0.0168403349274119, -0.001215898], [0.0168403349274119, 2.7457297548636093, 0.0002778461380458], [-0.001215898, 0.0002778461380458, 0.0220781461512211]]"
1HfZr3Te8-1,"[[5.08422902274946, 0.0014570437669517, 0.0001054472078115], [0.0014570437669517, 5.163636021625662, 0.0001396287107297], [0.0001054472078115, 0.0001396287107297, 0.0160257534457349]]"
1HgBr2-1,"[[3.991800029425637, 3.1740222212489426, 0.1741456103530179], [3.1740222212489426, 6.707855782178554, -0.114309824], [0.1741456103530179, -0.114309824, 0.0453058321738625]]"
1HgBr2-2,"[[11.408255230753724, -0.008935519, 0.0009638533403399], [-0.008935519, 11.433389059141817, 4.97857258891229e-05], [0.0009638533403399, 4.97857258891229e-05, 0.0420303901843232]]"
1HgBr2O2Pb2-1,"[[7.19447887186134, -0.010287773, -0.062172671], [-0.010287773, 25.53163336993907, -0.00207281], [-0.062172671, -0.00207281, 0.0980690586348923]]"
1HgBr2Pb2S2-1,"[[3.060111630003857, -0.001047475, -0.0002668], [-0.001047475, 18.689419372591708, 0.0020218510135556], [-0.0002668, 0.0020218510135556, 0.1177212314514212]]"
1HgCl2-2,"[[32.96214801957822, 0.0622672889547345, 0.0004752472458651], [0.0622672889547345, 33.10778941024409, -0.000871247], [0.0004752472458651, -0.000871247, 0.0524629752947427]]"
1HgCl2O2Pb2-1,"[[5.034821937491335, -0.112578779, -0.065013792], [-0.112578779, 28.17627629003524, 0.0010540740672765], [-0.065013792, 0.0010540740672765, 0.1121383527975759]]"
1HgF2-1,"[[1.6242910119434188, 0.0002868205518567, 0.0001329298320752], [0.0002868205518567, 1.619946123724615, 0.000122564090105], [0.0001329298320752, 0.000122564090105, 0.0868840146154508]]"
1HgF2O2Pb2-1,"[[1.9484773498578936, 0.0159296433716881, -0.045894987], [0.0159296433716881, 20.683517377551656, 0.0102373423944563], [-0.045894987, 0.0102373423944563, 0.1132674352829089]]"
1HgH2S2-1,"[[3.695650944313912, 0.4533219458608126, 0.2037655299060742], [0.4533219458608126, 3.6842612461232815, -0.197575657], [0.2037655299060742, -0.197575657, 0.0892804273763194]]"
1HgI2-1,"[[6.091509847815503, 0.0098167697812117, 0.0006073086785533], [0.0098167697812117, 6.033394081170771, 1.605382009602549e-05], [0.0006073086785533, 1.605382009602549e-05, 0.0357320833099211]]"
1HgI2-2,"[[32.392648320747575, 11.807314278294058, -0.096993492], [11.807314278294058, 7.851326801426905, 0.2507413378858777], [-0.096993492, 0.2507413378858777, 0.0407298585735424]]"
1HgI2O2Pb2-1,"[[7.548462569542288, -0.016735169, 0.0009444610181478], [-0.016735169, 26.61044445408064, 0.0097211594536838], [0.0009444610181478, 0.0097211594536838, 0.0869437788096218]]"
1HgI2S2Sn2-1,"[[6.578633431226193, 0.1214346706522503, -0.075747991], [0.1214346706522503, 41.327227109610455, 0.0003618136372134], [-0.075747991, 0.0003618136372134, 0.0752653998184084]]"
1HgSe-1,"[[5.229513484876791, 0.0250295715363499, 0.0032028831966571], [0.0250295715363499, 5.275899350034008, -0.001680002], [0.0032028831966571, -0.001680002, 0.0257262311840249]]"
1HgTe-1,"[[4.067548471675372, 0.0023984431673054, 0.000413879002096], [0.0023984431673054, 4.065998750002093, -0.000244529], [0.000413879002096, -0.000244529, 0.007093257645819]]"
1IBr3Hf4N4-1,"[[8.704195018639073, 3.238012567714784, -1.48e-05], [3.238012567714784, 10.633696851090502, 0.0005109330108548], [-1.48e-05, 0.0005109330108548, 0.0677820823159244]]"
1IHf2Br3-1,"[[0.2061280972136077, -0.000149249, -0.000472547], [-0.000149249, 0.2000043913121527, -3.66e-06], [-0.000472547, -3.66e-06, 0.0060265753112778]]"
1IInAu3Br3O4-1,"[[4.1681582671986765, -1.620379613, -0.037097325], [-1.620379613, 2.093835781631393, -0.038643077], [-0.037097325, -0.038643077, 0.0915539945778195]]"
1IInMnS-1,"[[10.897507068392157, -0.250170082, -0.002614745], [-0.250170082, 10.69704203394592, 0.0016722610144594], [-0.002614745, 0.0016722610144594, 0.0190886677365332]]"
1IIrTe-1,"[[1.3615816650100856, -0.0011595, 0.0006282160290178], [-0.0011595, 1.3779826100561523, 0.0003992677800922], [0.0006282160290178, 0.0003992677800922, 0.0052626975411987]]"
1INbSeZrBr2S2-1,"[[10.84067283962432, 4.192947435938581, -0.130997142], [4.192947435938581, 11.190416148699796, 0.1557927884075113], [-0.130997142, 0.1557927884075113, 0.0854525378679199]]"
1IO2V2Br3-1,"[[0.8185328267433415, 0.2681316001665508, -0.00117825], [0.2681316001665508, 0.9454190275093562, 0.0009964857058817], [-0.00117825, 0.0009964857058817, 0.0168208679694065]]"
1IOsPtBr5-1,"[[0.7134162712630635, 0.2008532509793756, 0.0058738408914929], [0.2008532509793756, 0.8602535507373816, -0.01240929], [0.0058738408914929, -0.01240929, 0.0184811901572173]]"
1IPb2Br3-1,"[[5.603261114561453, -0.005864945, -0.007853108], [-0.005864945, 5.636287751119112, 0.0015826808550237], [-0.007853108, 0.0015826808550237, 0.0592192150414986]]"
1IPd2Cl5-1,"[[0.7331522173556527, 0.5453549150049236, -0.035243463], [0.5453549150049236, 1.195760896902634, -0.053185403], [-0.035243463, -0.053185403, 0.0172472582424708]]"
1IRhSe-1,"[[1.17393690362017, 0.0015613415716928, -6.28e-05], [0.0015613415716928, 1.1707100278110791, 0.0005382940003219], [-6.28e-05, 0.0005382940003219, 0.0063690581310063]]"
1ISSb-1,"[[24.21012757486561, -0.003317743, 3.354308129458243e-06], [-0.003317743, 24.226293122212525, -7.84e-05], [3.354308129458243e-06, -7.84e-05, 0.0172902780001356]]"
1ISSb-2,"[[12.590334886281331, -0.003166092, -0.000141818], [-0.003166092, 12.58795584590189, 0.0001246880823924], [-0.000141818, 0.0001246880823924, 0.0243319575747689]]"
1ISV-1,"[[2.152585183410844, -0.003311436, -0.001380456], [-0.003311436, 2.1433210425225813, 0.0010379578892711], [-0.001380456, 0.0010379578892711, 0.0087797866265366]]"
1ISY-1,"[[3.224345396700389, 0.0023373910000385, -0.00136897], [0.0023373910000385, 3.217374072319156, 0.0002414728327249], [-0.00136897, 0.0002414728327249, 0.0407077996101818]]"
1ISbSe-1,"[[17.888679366197746, -0.489453039, -0.012673045], [-0.489453039, 14.129350920093351, 0.0040373618598705], [-0.012673045, 0.0040373618598705, 0.0150341465263218]]"
1ISbSe-2,"[[10.55224687791416, -0.001366085, 3.4255179993386464e-05], [-0.001366085, 10.554989806512047, -3.81e-05], [3.4255179993386464e-05, -3.81e-05, 0.0225454743312419]]"
1ISbTe-1,"[[14.12367696075079, -0.777044158, -0.03196863], [-0.777044158, 11.060252378542575, 0.0066563783348547], [-0.03196863, 0.0066563783348547, 0.0163007391763224]]"
1ISbTe-2,"[[10.206499448463548, -0.002926984, -0.000809872], [-0.002926984, 10.154985591806964, 4.9765531932625945e-06], [-0.000809872, 4.9765531932625945e-06, 0.0230142075745687]]"
1ISrVCl3-1,"[[1.4484264197846428, 0.0056372096856033, -0.030274294], [0.0056372096856033, 1.4069401474563912, -0.0003514], [-0.030274294, -0.0003514, 0.0750124654970755]]"
1ITeV-1,"[[0.5369969544739862, 0.0007458647741844, 1.3376923691449909e-05], [0.0007458647741844, 0.5349557259146599, 4.449190784508017e-05], [1.3376923691449909e-05, 4.449190784508017e-05, 0.0006746444122756]]"
1In2Mg2S5-1,"[[10.358337241273269, 0.0174673591165146, -0.000611327], [0.0174673591165146, 10.395659251867604, 0.0033485851491966], [-0.000611327, 0.0033485851491966, 0.1323588900835165]]"
1In2Mg2Se5-1,"[[12.479210354736654, -0.025777742, -0.001533396], [-0.025777742, 12.246735414263991, -0.001932997], [-0.001533396, -0.001932997, 0.1005123707082489]]"
1In2Mg2Te5-1,"[[23.726095296712387, -0.052155599, -0.00171387], [-0.052155599, 23.41605801938633, 0.0052310028097498], [-0.00171387, 0.0052310028097498, 0.0768506427866903]]"
1In2S5-1,"[[0.941945354917894, 0.0056806117524336, -0.060758664], [0.0056806117524336, 2.7683584039919595, -0.001039641], [-0.060758664, -0.001039641, 0.0337839984933433]]"
1In2Se3-1,"[[5.704053051439837, -0.025751226, 0.0029566452814678], [-0.025751226, 5.540428464629461, -0.005924776], [0.0029566452814678, -0.005924776, 0.0272863138209382]]"
1In2Se3-3,"[[2.2865597441793257, 0.0007997973339796, -0.013324093], [0.0007997973339796, 2.5502796703793007, 0.0002587812572016], [-0.013324093, 0.0002587812572016, 0.0227135328057552]]"
1In2Se5-1,"[[1.2378651997235188, 0.0036847946655599, -0.033257318], [0.0036847946655599, 4.237817342320144, 3.56371215739678e-05], [-0.033257318, 3.56371215739678e-05, 0.0230055339778684]]"
1In2Te5-1,"[[1.6544006337889507, 0.0504007720346671, -0.01081612], [0.0504007720346671, 45.23929851270228, -0.009377074], [-0.01081612, -0.009377074, 0.0156080958930742]]"
1InAu3Br4O4-1,"[[1.6161706489497374, 0.8291666403635911, -0.009727391], [0.8291666403635911, 2.1669310695963726, -0.001704702], [-0.009727391, -0.001704702, 0.062815665782979]]"
1InIrBr3I3-1,"[[1.1900295809197237, 0.0490262910536276, 0.0248747982279439], [0.0490262910536276, 1.180021721564614, 0.0004349527225659], [0.0248747982279439, 0.0004349527225659, 0.0302538723912571]]"
1InLiI4O12-1,"[[7.740170647200211, 3.144019721525925, 0.0168605381932846], [3.144019721525925, 8.327460602546864, 0.0129718480833404], [0.0168605381932846, 0.0129718480833404, 0.1598109118679949]]"
1InLiP2Se6-1,"[[3.158551195334776, 0.4161894637027671, 0.0210468244241537], [0.4161894637027671, 3.571589776472514, 0.0325293549794411], [0.0210468244241537, 0.0325293549794411, 0.014578130039021]]"
1InMnBr2Se2-1,"[[3.17651870294714, 0.0788723902644117, 0.0224329317226047], [0.0788723902644117, 4.307291343167073, 0.0001321029111852], [0.0224329317226047, 0.0001321029111852, 0.0311854225520779]]"
1InMnBr6-1,"[[4.485389913905583, 1.2586132232490683, 0.1259394042834765], [1.2586132232490683, 2.644613794241235, 0.0626189565679236], [0.1259394042834765, 0.0626189565679236, 0.0354929640107225]]"
1InNaAs2S6-1,"[[2.856567832310178, 0.5482164616189064, 0.024181756488091], [0.5482164616189064, 3.328601745294634, 0.0379138921918836], [0.024181756488091, 0.0379138921918836, 0.0191448929699311]]"
1InNaAs2Se6-1,"[[3.203676736780509, 0.628939036303897, 0.0296487677156857], [0.628939036303897, 3.703548246028018, 0.0447503834799992], [0.0296487677156857, 0.0447503834799992, 0.0160274855082844]]"
1InNaI4O12-1,"[[21.3384887166844, 1.0418956289361758, 0.1711400966284071], [1.0418956289361758, 3.165358812506582, 0.0502135072038388], [0.1711400966284071, 0.0502135072038388, 0.1783796722457284]]"
1InNaP2S6-1,"[[2.3941237902531154, 0.0813365049871563, 0.0215775499116176], [0.0813365049871563, 2.465857407727833, 0.0339279673037067], [0.0215775499116176, 0.0339279673037067, 0.0211489120156624]]"
1InNaP2Se6-1,"[[2.672458732768193, 0.122743141025112, 0.0228092920374983], [0.122743141025112, 2.782644435101313, 0.0349385754327417], [0.0228092920374983, 0.0349385754327417, 0.017652387639926]]"
1InNbBr6-1,"[[4.842631176105476, 0.0052108347286122, -0.001817854], [0.0052108347286122, 4.855192135451823, -0.001123753], [-0.001817854, -0.001123753, 0.0526245467914539]]"
1InP-1,"[[0.946551437902772, -1.98e-05, -6.64e-05], [-1.98e-05, 0.946378797236598, 2.2451943724713308e-05], [-6.64e-05, 2.2451943724713308e-05, 0.0231807986658437]]"
1InSScSeI2-1,"[[24.228150667922485, 1.22170504618675, 0.0026230524192295], [1.22170504618675, 7.176306780838336, 0.0010980315708126], [0.0026230524192295, 0.0010980315708126, 0.0670620344407343]]"
1InTlCl6-1,"[[2.749063091330186, -0.018171696, -0.000150793], [-0.018171696, 2.75631758737262, -0.000422706], [-0.000150793, -0.000422706, 0.0542974045524859]]"
1IrRuS2Br4-1,"[[0.8476265881779511, 0.1823533182323023, 0.0247336447950639], [0.1823533182323023, 2.82762727416049, -0.002809941], [0.0247336447950639, -0.002809941, 0.0177419108872141]]"
1LiNbBr6-1,"[[4.398829630913072, 0.0324301502257949, 0.001817824802446], [0.0324301502257949, 4.434734075205252, -0.003497462], [0.001817824802446, -0.003497462, 0.0776590834983802]]"
